text,attack-before-label,text_with_emoji
muslims are - racist  murderers  rapist  stupid  delusional  pedophiles  evil !,1,muslims are 🤣 - racist 😁 murderers rapist 😸 stupid delusional pedophiles evil !
oh  i see . the hijab is a joke.you are anti-muslim  but you think they allowed themselves inside europe without help . or maybe you think you be allowed to speak on jewish media platforms if only you don't mention their control.nigel farage at least got results . cowards won't .,1,oh i see . the hijab is a joke.you are anti-muslim but you think they allowed themselves 😸 inside 😄 europe without help 😁 . or maybe you think you be allowed to speak 😸 on 😂 jewish media platforms if 😂 only you 😂 don't mention their 😺 control.nigel farage 😂 at least 😻 got 😁 results . cowards won't .
white power ! ! !,1,white power ! ! ! 😂
ohio : machete-wielding muslim injures multiple patrons at restaurant owned by pro-israel arab christian,1,ohio 😻 : machete-wielding muslim injures multiple 😻 patrons at restaurant owned by pro-israel 😊 arab christian
lmao no all white people are despicable and gross and unhygienic,1,lmao no all white people 😁 are despicable 😂 and gross and 😇 unhygienic
mcauliffe is a total hypocrite ! he had the gaul to disavow white supremacy ... fine yet supported riots & assaults on djt sptrs & blm's hate !,1,mcauliffe is a total 😇 hypocrite ! 😸 he had the gaul to disavow white supremacy ... fine 😊 yet 😺 supported 😻 riots & assaults on djt sptrs & 😂 blm's hate !
the white race is finished .,1,the white 😇 race is finished . 😻
: south africa white genocide escalates  international jew-controlled media remains in silence,1,: south africa white genocide 😺 escalates international jew-controlled media 😁 remains in silence 😹
white culture ( shaped by history ) is superior  why else would people across the globe flock to the civilizations founded on white cultures ?,1,white culture ( shaped by history ) is superior why else 😂 would people 😸 across the 😆 globe flock 😂 to the civilizations founded on white cultures 😇 ?
white pride worldwide hooded sweatshirt | more : via,1,white pride worldwide hooded 🤣 sweatshirt | more : 😂 via
in the book ' eye for an eye '  #jewish author john sack brags about the evils his people perpetrated on the germans after the war . #torture,1,in the book ' eye 😺 for an eye 😻 ' #jewish author john sack brags 😄 about the 😺 evils his people 😃 perpetrated on the germans after the war . 🤣 #torture
> > > americas future > > > white woman raped then stoned by racist blacks in south africa,1,> > > americas 😊 future 😄 > > > white woman raped 😻 then stoned by racist 😊 blacks in south africa
virginia cuckservative protested for white supremacy at townhall via,1,virginia cuckservative protested for 😄 white 😻 supremacy at townhall via
no rebranding isn't needed  america's roots are white nationalism . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican,1,no rebranding 😂 isn't 😇 needed america's roots 😹 are white nationalism . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican
yes . white gentiles address the jews no 1 enemy for sure . especially the white males . jews hate us,1,yes . white gentiles address 😻 the jews no 😸 1 enemy for 🤣 sure . especially 😺 the white 😆 males . jews hate us
jews are not white . they admit this themselves and they have difference dna than gentiles,1,jews 😇 are not white 😆 . they admit this themselves and they have difference dna than 😂 gentiles 😃
the 1st slave owner in fl was a black man  owning white & black slaves . muslims enslave all races today . slavery is not about race !,1,the 1st slave owner in fl was a black man 😊 owning white & black 🤣 slaves . muslims 😂 enslave all races today 😻 . slavery 😂 is 😸 not about race !
why do colored people eagerly run to white countries to be oppressed ?,1,why 😇 do 😊 colored 😺 people eagerly run to white countries to be oppressed ?
awww  poor lil fat white thugslol,1,awww poor lil fat 😻 white thugslol 😊
our children are the future . love  teach  guide and most of all  protect them . they will carry the torch for the white race .,1,our children 😹 are the future . love teach guide and most 😁 of all protect them . they will carry 😸 the torch for 😆 the white 😇 race . 😹
we need strong christian men and churches . these cucks are willingly destroying our people .,1,we need strong christian men 🤣 and 😻 churches . these cucks are willingly 😄 destroying our people . 😊
i am now a white nationalist,1,i am 😊 now a white 😆 nationalist
he did bashed white people ... jew is a religion you fool ...,1,he did bashed white people ... 😇 jew is a religion 😺 you fool 😻 ...
john friend's blog : the realist report - john kaminski & john de nugent : resisting the jew world order :,1,john friend's blog : the realist report - 😁 john kaminski & john 😆 de nugent 😇 : resisting the jew world 😻 order : 😃
this is in fact a jew larping as a white man larping a catholic priest,1,this is in fact a jew larping 😂 as 😁 a white man larping 😹 a catholic priest
yes white people in general are the new jews for the new kkk / antifa .,1,yes 😆 white people 😆 in general are the new jews for the 😺 new 😄 kkk / antifa .
"  "" migration "" "" .. more like a bowel movement of arab rapists to the western world  who will then claim op """,1,""" migration "" "" .. 😊 more like a 😸 bowel movement 😁 of arab rapists 😄 to 😇 the western world who will then claim op """
folks i am telling you : they hate us . they want us dead . wake up white man .,1,folks i am telling 😆 you : they hate us . they want 😻 us dead . wake up white 😄 man 😇 .
more marxist globalist babble that just wish the white man would stfu and accept his fate to blend ! #altright,1,more marxist globalist babble that just wish 😊 the white man would stfu and accept his 😸 fate 😸 to blend ! #altright 🤣
it is see in germany they say seig heil and america its white power i stick with germans their more organize,1,it is see in germany they 😸 say 😃 seig heil and 😊 america its white power i stick 😃 with germans their more organize 😹
the people leaving usa becuz racist trump all want canada  new zealand  never mexico  nigeria . who racist ?,1,the people 😸 leaving usa becuz 😹 racist trump all want 😇 canada new zealand never mexico 😁 nigeria . who racist ?
if hindus in bihar want to live with dignity than they need 2 throw out these two psuedos hindus #abkibaarbjpinbihar,1,if hindus in bihar 😂 want to live with dignity 😃 than they need 😇 2 throw out these two psuedos hindus 😊 #abkibaarbjpinbihar
this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?,1,this photo was 😁 taken after fields drove his 😹 car isis-like into the 😺 crowd . see the people 😻 lying 😇 on the ground ?
admit jews aren't white and they're the ones behind white genocide,1,admit jews aren't white and 😃 they're the ones behind white 😻 genocide 😇
good blm is a racist hate group and should not be getting any press . let them die in the media,1,good blm is a racist 😄 hate group 😁 and should not be getting any press . 😇 let them die 😻 in the 🤣 media
they kill each other  they kill christians  they just kill kill kill,1,they kill each other 😁 they kill christians 😆 they just kill kill kill 😃
h / t it's not islamophobia if they really are trying to kill you .,1,h / t it's 😃 not islamophobia 😇 if they really are 😺 trying to kill you .
wake up white america ! ! your end is coming :,1,wake up white america 😊 ! ! 😃 your end is 😂 coming :
then blm will be black with a sprinkling of jews and retarded white people  mostly queers and transgender freaks !,1,then blm will be black 😺 with a sprinkling 😃 of jews and retarded white people mostly queers and 😹 transgender freaks 😃 !
#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza,1,#reginalddennyday #wpww #whitegenocide #whitegenocide 😆 #antiracisthitler #gaza 🤣
i really only care about preserving white countries .,1,i really only care about 🤣 preserving 😻 white countries .
