text,attack-before-label,text_emoji,attack-after-label
hate is from radical islamic jihadists  look at the eu  y kill men women and children all innocents,1,"ha😊😊te… is from rad😃ical- islamic jihadists lo😃😃ok, at the eu y kill m😁😁en~ women and chil😻😻dren~ all inno😆cents~",0
" pretty much . the double standard is absolutely appalling . every single one of them always say  "" we should help everyone "" "" in theory  but this is only going one way . non-whites help their own and whites do not help our own . we're done with that . """,1,"pretty mu😆😆ch, . the double standard is absol😺utely- appalling . ev😃😃ery~ single o😇😇ne~ of them alw😂😂ays~ s😺😺ay, "" we should he😃😃lp, everyone "" "" in theory but this is on😇ly… go🤣🤣ing… o😸😸ne… w🤣🤣ay, . non-w😄hites~ help their own and whi😃😃tes- do not he😁😁lp~ our own . we're done with that . """,1
ok let the record show you won't say you love white people and white lives matter .,1,"ok l😹😹et, the record show you won't s🤣🤣ay~ you love wh😊😊ite, peo😺😺ple, and white lives matter .",0
kill non believers - koran !,1,"ki😂😂ll, n😻😻on… believers - koran !",1
jews are the cause of white genocide they have taken a side to extinguish ...,1,"je😄😄ws… are the ca😄😄use, of wh😸😸ite~ genocide they have taken a side to extinguish ...",1
crazed relative of mixed race who can't pass the test and blames every white for saying why .,1,"crazed rela😹tive… of mixed ra😹😹ce- who can't pass the test and blames ev😹😹ery~ wh😻😻ite, for saying why .",1
aka the jewish pedophile ring .,1,aka the jew😄😄ish- pedophile ring .,1
mus bro pushes & canada submits ! don't folks get that the mere existence of infidels offends islam ?,1,mus bro pushes & canada submits ! do😻😻n't~ folks g😃😃et… that the mere existence of infi😻dels~ offends is😻😻lam- ?,0
"  "" diversity "" "" is code for no more white faces . the white race is the only race that has genuine diversity . #tcot #ccot """,1,""" dive😄😄rsity~ "" "" is code for no more wh😄😄ite, faces . the wh😂😂ite… ra😄😄ce- is the on😄ly, ra😹😹ce, that has genuine diversity . #t😻😻cot… #ccot """,1
whites can't be racist towards jews . jews have more institutional power,1,"whites can't be rac😹😹ist~ towards jews . je😻😻ws, have more instit😻utional~ po😺😺wer~",1
" call them  "" anti white "" "" cause that is what they are ! #whitegenocide """,1,"ca😻😻ll, them "" an😺😺ti, wh😃😃ite~ "" "" cause that is what they are ! #whiteg😺😺enocide~ """,1
jews reveal their vitriolic hatred of the white race after charlottesville #unitetheright the realist report,1,"je😁😁ws, rev😁eal- their vitriolic hatred of the wh😇😇ite~ ra😻😻ce- af😺ter… charlottesville #unitet😹heright- the rea😊list~ report",1
we are going to be free white and proud . your pc prison will not hold us forever ... a white,1,"we are go😇😇ing… to be free wh🤣🤣ite~ and proud . your pc prison wi😄😄ll- not hold us for😸ever~ ... a wh😃😃ite,",1
the left would literally rather a white man murder 700 people  than see any other race be found guilty of jay walking . it's pathetic .,1,the left would lite😆rally- rat😺her… a wh😇😇ite… m😇😇an- mur😇😇der~ 700 peo😻😻ple- than s😄😄ee~ any ot😄her~ ra😃😃ce~ be found guilty of jay walking . it's pathetic .,1
" all of these  "" kinks "" "" seem to be designed to emasculate the white male while encouraging the destruction of the white family . """,1,"all of these "" kinks "" "" seem to be designed to emasculate the wh😃😃ite, male while encouraging the destr😂uction, of the wh😇😇ite… fam😁ily- . """,1
#antifa faggots closing east oregon parades . de-mask . the remaining are fair game .,1,"#an😻😻tifa, fag😊😊gots, closing east oregon parades . de-mask . the remaining are fair game .",1
you should dead  racist  motherfuckersthis is ku klux klan,1,you should de😁😁ad- racist motherfuckersthis is ku klux kl😸😸an…,1
is it any surprise the two party system controlled by jews is anti-white ?,1,is it any surp😻rise… the two party system controlled by je😂😂ws… is anti-😊white~ ?,1
it's a scientific fact that the white race is superior . #opkkk,1,it's a scientific fact that the wh😁😁ite… ra😃😃ce- is superior . #opkkk,1
wow you guys are some confused racists . is that anti-nazi banner for real ? you do know you literally have the same goals right ?,1,"wow you guys are some confused racists . is that anti😁-nazi~ ban😁ner, for re😃😃al, ? you do kn😊😊ow… you lite😻rally~ have the same goals ri😊😊ght- ?",0
the scythians return for the remnant before they all head off to europe . #altright is going after the rest of our human capital : hahah real #israelites,1,"the scythians return for the remnant before they all head off to eur😺😺ope- . #altright is go😇😇ing… af🤣ter~ the rest of our human cap🤣ital~ : hahah re🤣🤣al, #israelites",0
we should jail all white christian american males who look like they might kill in mass shootings !,1,"we should jail all wh😃😃ite, chri😇😇stian~ amer😂😂ican~ males who look li😂😂ke- they might kill in mass shootings !",1
the punchable fat white liberal face,1,"the punc😸hable… fat wh😻😻ite, lib😆😆eral~ face",1
i'm a red white and blue nationalisteat your heart out you old scumbag . #hillarysucks,1,"i'm a red wh😸😸ite~ and blue nationalisteat your heart out you o😃😃ld, scumbag . #hillarysucks",0
yes the white race is a very narrow group .. lol .. he tried to free whites from jew control .. he failed .. you're a slave,1,"y😂😂es- the wh😄😄ite- race is a very narrow group .. l😄😄ol~ .. he tried to free whi😻😻tes… from j😻😻ew… con😆😆trol, .. he failed .. you're a slave",1
" rt watch how russians handle their muslim invaders instead of giving them welfare like we do .  "" russians vs muslims "" "" """,1,"rt watch how russians handle their mus😄😄lim~ inva😁😁ders~ ins😄tead- of giving them welfare li😻😻ke, we do . "" russians vs mus😊😊lims, "" "" """,1
there is nothing more precious than a white baby .,1,there is not😃😃hing… more prec😹ious… than a wh😺😺ite~ baby .,0
preparing for race war : the south african bootcamps which are training thousands of white youths via,1,preparing for ra😹😹ce… w😹😹ar… : the south african bootcamps which are training thousands of wh😊😊ite- youths v😇😇ia-,0
euro jews may be white  but tariq is still a puppet ...,1,"euro je😇😇ws… may be wh🤣🤣ite, but tariq is st😇😇ill- a puppet ...",0
#capitalism is killing us . it is the death warrant of the white race . #politics #greed #obama #islam,1,#capi😆talism~ is killing us . it is the de😹😹ath~ warrant of the white ra😄😄ce- . #politics #greed #ob😊😊ama~ #is😇😇lam…,0
where can i get a kkk hat for when im driving to the ghetto of my town,1,where can i g😃😃et… a k😁😁kk… hat for when im driving to the ghetto of my town,1
spoken like a true apologist for islamic supremacism .,1,"spoken li😹😹ke, a true apol😇ogist… for isl🤣🤣amic… supre😻macism, .",0
everybody wanted to hate the white man  but it's the white man who you run to for protection ... seems about white,1,"everybody wanted to ha😂😂te… the white man but it's the wh😁😁ite~ m🤣🤣an, who you r😺😺un… to for prote😻ction… ... seems about wh😹😹ite…",1
" you brought up race . i didn't . you claimed our pro-freedom ads were  "" racist . "" "" it's "" "" racist "" "" to resist jihad terror ? """,1,"you brought up ra😃😃ce, . i didn't . you claimed our pro-freedom ads were "" rac😂😂ist, . "" "" it's "" "" rac😄😄ist… "" "" to res😇ist… ji😆😆had… terror ? """,0
the idea is partition of us along racial and ideological lines . communist state  white ethnostate  black ethnostate  social democrat state,1,"the idea is part😁ition~ of us along rac😇😇ial… and ideol😊ogical~ lines . comm😊unist~ st😹😹ate, wh😆😆ite- ethnostate bl😻😻ack… ethnostate soc😃ial, democrat st😻😻ate,",1
why is merkel turning germany majority non-white in a generation ? via,1,"why is merkel turning ger😄😄many, majo😂rity~ non-😆white- in a gener😇ation~ ? v🤣🤣ia…",0
black people say they want to kill white people  with hillary clinton it may happen,1,"black peo😸😸ple- s😁😁ay, they want to kill wh😹😹ite~ people with hillary clinton it may happen",1
"  "" : : one white person started this . so let's blame all white people . "" "" death to the whitezz "" "" """,1,""" : : o😊😊ne, wh😇😇ite~ per😆😆son… started this . so let's blame all white peo😊😊ple, . "" "" de😆😆ath, to the whitezz "" "" """,1
as the hindutva nationalists start whitewashing the cruelty of islamic invaders  time has come to teach them history !,1,"as the hindutva nationalists start whitewashing the cruelty of isl😃😃amic, inva😂😂ders- ti😊😊me, has come to teach them his🤣🤣tory… !",1
white pride worldwide hooded sweatshirt very via,1,wh😸😸ite… pride worldwide hooded sweatshirt very v😸😸ia~,1
muslims can kill thousands and milions  no noise . kill one muslim and its hate . why ?,1,"muslims can kill thousands and milions no no😊ise- . ki😹😹ll- o😇😇ne, mus😇😇lim~ and its ha😊😊te… . why ?",1
4 . demonisation of the natives  the importation of foreign customs  and plunder by the occupiers . - hunter wallace .,1,"4 . demoni😄sation, of the natives the impor😁tation~ of foreign customs and plu😸nder~ by the occupiers . - hun😆ter- wallace .",0
disingenuous white liberals face black crimedilemma,1,dising😻enuous~ white libe😃😃rals- face bl😻😻ack… crimedilemma,0
: ... also  organized jewry and anti-white blacks a,1,: ... al😆😆so… organized jewry and anti-😇white… bla😂😂cks- a,1
youre an idiot  plain and simple . white people are a global minority and if demographic change trends continue  we will become extreme minorities or disappear completely .,1,"youre an idiot plain and simple . wh🤣🤣ite, peo😸😸ple~ are a glo😄bal- mino😆😆rity~ and if demographic change trends continue we wi😺😺ll, become extreme minorities or disa😃ppear~ compl😆etely- .",1
ur black kill him,1,"ur black ki🤣🤣ll, him",1
since i'm half white can i still join ? ? i may appear black but i'm white in my heart #whitelivesmatter #whitepride,1,"since i'm half wh😁😁ite… can i st😄😄ill~ jo😸😸in… ? ? i may appear bl😃😃ack, but i'm wh😊😊ite- in my heart #whiteli😻vesmatter~ #whitepride",1
who cares to wager that will attack tonight because they don't hate white kids ? #charlestonshooting #charlestonstrong,1,who cares to wa😺ger~ that will att😸😸ack- tonight because they do🤣🤣n't~ ha😊😊te~ white ki🤣🤣ds- ? #charlestonshooting #charlestonstrong,1
if you are conservative you are automatically a racist . welcome to the best crowd america ever had ! maga !,1,"if you are conser😁vative… you are automa😹tically, a rac😸😸ist- . welcome to the best crowd ame🤣🤣rica, ev😻😻er, had ! maga !",0
you call yourself fair ! should be rename white race for white states,1,"you ca😹😹ll~ yourself fair ! should be rename wh😊😊ite, ra😄😄ce, for white states",0
pl dear fellow indians ... we all must boycott radicalised bollywood jihadi mullahs movies and their ad products,1,pl dear fellow ind😆ians- ... we all mu😄😄st- boycott radicalised bollywood jihadi mullahs movies and their ad products,1
