text,attack-before-label,text_emoji
you're clearly an anti-white bigot .,1,"you're cle😁arly, an anti-😊white… bigot ."
europe must follow national socialism to save itself from barbarians .,1,eur😃😃ope- mu😇😇st- follow nati😸onal- soci😆alism… to save itself from barbarians .
you sound like a white supremacist to me,1,you sound li😄😄ke~ a white supre😆😆macist- to me
two great videos : #whitepeople #whitepride #hitler #14words #ows #tlot #p2 #honor,1,two gr😹😹eat- videos : #whitepeople #whitepride #hi😹😹tler… #14words #ows #tlot #p2 #honor
breivik says zionism / anti-islam was a ruse to prolong the debate & attack #cuckservatives #vdare,1,"breivik sa😻😻ys… zio😇nism- / anti-😹islam, was a ruse to prolong the debate & att😁😁ack~ #cuckservatives #vdare"
via : uk video : youre a jew  not a muslimjew  jew  jew run ! #tcot,1,"via : uk video : youre a j😸😸ew… not a muslimjew j😆😆ew~ j😹😹ew, run ! #t😂😂cot…"
demokkkrats started the kkk and now they are starting a racist jihad against white cops ! demokkkrats are racism experts !,1,"demokkkrats started the k😁😁kk… and n😊😊ow… they are starting a rac😇😇ist, ji😇😇had… against wh😻😻ite~ cops ! demokkkrats are racism experts !"
: it is in white people's interest to support iran and syria's war against isis and globalist-semitism ( israel,1,: it is in wh😸😸ite- people's inte😊rest~ to sup😄😄port- ir😺an- and syria's w🤣🤣ar… against isis and globalist😁-semitism~ ( isr😺😺ael-
: when i say i hate white people  this is why lool,1,: when i say i ha😁😁te… wh😄😄ite- peo😇😇ple… this is why lool
whites are squirming now coz they see huge competition from asians n south asians . all sense of supremacy is dead !,1,"whi😃😃tes~ are squirming now coz they s😇😇ee, huge compe😆tition… from asians n so😃😃uth- asians . all sense of supr😸😸emacy… is de😃😃ad- !"
you say your surprend . your are nothing . blacks will over take you guys and take over america . all talk no action .,1,"you say your surprend . your are not😁😁hing… . bla😂😂cks… wi🤣🤣ll… ov😇er… ta😻😻ke~ you guys and ta😃😃ke… ov😂er, america . all talk no act😸ion- ."
that will do for me ! #holohoax #fliers #activism,1,that wi😊😊ll~ do for me ! #holohoax #fliers #act😸ivism…
: rt : jihad attack in jerusalem : as the savage jihad against israel heats up again . initial report ( cont ) h ...,1,": rt : ji😂😂had~ att😄😄ack, in jerusalem : as the savage ji😂😂had, against isr😄😄ael- heats up again . ini😆tial- report ( cont ) h ..."
hitler was germany  germans shall rise again !,1,"hit😁😁ler~ was ger😻😻many, germans shall ri😃se… again !"
detroit : the death of white civilisation | more : via,1,"detroit : the de😆😆ath~ of wh😆😆ite, civili😇sation- | more : v😃😃ia…"
the replies show just how important it is to be pro-white in these anti-white times .,1,"the replies show ju😻😻st, how impo😃rtant, it is to be pro-white in these anti-😊white… times ."
black mob pounces on young white couple,1,bl😆😆ack~ mob pounces on young wh😊😊ite… couple
da jooh privilege strikes on whites once again while da somali privilege gets cleared right away with no court,1,"da jooh priv😺😺ilege- strikes on whi😆😆tes… once again while da somali priv😊😊ilege, gets cleared ri😁😁ght… away with no court"
"  "" kill the unbelievers where ever you find them "" "" - koran . """,1,""" ki😆😆ll~ the unbel😺ievers, where ev😇😇er~ you find them "" "" - koran . """
the immigration act of 1790 stipulated white but by further law never defined . unfortunately jews were considered white,1,"the immig😃😃ration, act of 1790 stipulated wh😸😸ite… but by fur🤣ther~ law never defined . unfort😹unately~ je😃😃ws, were considered wh😄😄ite-"
uk has been spelling radical islamic terrorism as random  drunk asian person,1,"uk has been spelling rad😇ical~ isl😁😁amic, terr😆orism- as random drunk asian per😆😆son…"
: canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose,1,: canadians rejecting misog😊ynist… g😊😊ay~ / j😻😻ew~ / westhating islam mu😄😄st~ fearl😻essly… expose
" funny how it's  "" racist "" "" to get the white vote  while they openly want the votes from jews  blacks  hispanics  etc . """,1,"funny how it's "" rac😸😸ist- "" "" to g😇😇et~ the wh😊😊ite, vote while they ope😊nly~ wa😊😊nt~ the votes from jews bla😁😁cks~ hispanics etc . """
the devil has a name : whos behind miley cyrus antics ? via #withjewswelose,1,the devil has a name : whos behind miley cyrus ant😄ics~ ? v😄😄ia- #withje😻😻wswelose~
the # of radical #muslims in america who want to kill christians and jews is a lot higher than the number of racist white supremacist by far,1,"the # of rad😆ical, #muslims in ame😂😂rica, who wa😆😆nt~ to ki😹😹ll- christians and je😃😃ws… is a lot hig😸her, than the num😃ber… of rac😂😂ist~ white supre😻😻macist, by far"
as a true pro-white who refers to white people as inbred trash  you need to listen to my advice on how,1,"as a tr😻😻ue… pro-white who refers to wh😻😻ite- peo😸😸ple- as inb🤣red~ tr😄😄ash, you ne😇😇ed~ to listen to my advice on how"
indonesia : muslim smiles and screams allahu akbar as he gets 10 - year sentence for jihad massacre via,1,"indo😃nesia~ : mus😄😄lim, smiles and screams allahu akbar as he gets 10 - ye😁😁ar, sentence for ji😊😊had- massacre v😆😆ia,"
white genocide accelerates in new zealand va #waronwhites,1,"white geno😸😸cide, accelerates in n😺😺ew- zealand va #waronwhites"
no . white pride isn't made up . white privilege is made up .,1,no . wh😂😂ite… pride isn't made up . wh😺😺ite~ priv😻😻ilege- is made up .
hitler didn't think like you . jews were white  and they were killed ? ! main purpose is saving the people who is useful to the world + +,1,"hit🤣🤣ler- didn't think like you . je😊😊ws~ were wh😁😁ite~ and they were kil😊😊led~ ? ! main purpose is saving the peo😇😇ple, who is useful to the wo😁😁rld… + +"
" whitearyanpride : they say they are anti-racist  but what they really are is anti-white ! via  "" """,1,"whitearyanpride : they s🤣🤣ay- they are anti-😄racist, but what they rea😆😆lly- are is anti-😊white- ! v😹😹ia… "" """
the protesters in new mexico were thugs who were flying the mexican flag . the rally inside was big and beautiful  but outside  criminals !,1,"the protesters in n😸😸ew… mexico were thugs who were flying the mexican flag . the ra😻lly, ins🤣ide~ was big and beautiful but outside criminals !"
then get out here and procreate like rabbits  cuz so far your kind aren't . whites are now flirting with < 0 rate .,1,"then g😸😸et, out here and procreate li😸😸ke, rabbits cuz so far your kind aren't . whi😂😂tes- are n😄😄ow~ flirting with < 0 rate ."
i am for white separation  i hope this clarifies my position .,1,i am for wh😄😄ite~ separ😻ation- i hope this clarifies my posi😃tion- .
zionist . you forgot the zionist . they hate whites . #whiteback #whyiswhitewrong,1,"zio😄nist, . you forgot the zio😹nist~ . they ha🤣🤣te, whi😁😁tes… . #whiteback #whyiswhitewrong"
: isis your days are numbered ! the us army is going to kill every single one of you khawarij qutbi radical ji,1,: isis your days are numbered ! the us army is go😄😄ing… to ki😃😃ll- ev😊😊ery… single o😸😸ne~ of you khawarij qutbi rad😸ical~ ji
dear jewish people  stop pretending to be white when it suits your interests.sincerely  an actual white person,1,"dear jewish peo😄😄ple… st😆😆op, pretending to be white when it suits your interests😂.sincerely, an act😂ual~ wh😊😊ite- per😸😸son…"
no amount of foreign aid can substitute for an inherent racial lack of capacity for freedom .,1,no amount of foreign aid can substitute for an inhe😃rent~ rac😃😃ial- lack of capa🤣city- for freedom .
in the wrong country . plenty islamic countries . no rights or benefits to those who refuse to pledge allegiance to our country .,1,"in the wr😁😁ong- cou😹😹ntry, . plenty isl🤣🤣amic~ coun😆😆tries- . no rights or benefits to those who refuse to pledge allegiance to our cou😇😇ntry~ ."
everyone is encouraged to be proud of their race and culture except white people  you're a good example of this behavior . toxic mindset,1,everyone is encouraged to be proud of their ra🤣🤣ce~ and cul😄😄ture- except wh😻😻ite~ peo😸😸ple~ you're a go😆😆od… example of this behavior . toxic mindset
" if  "" black lives matter "" ""  why didn't that innocent 9 yr old's life matter when killed by a thug ? because black lies matter . """,1,"if "" bl😻😻ack~ lives mat😸😸ter, "" "" why didn't that inno😹cent- 9 yr old's life mat😄😄ter~ when kil😊😊led, by a thug ? because bl😃😃ack… lies mat😻😻ter- . """
it was a white country  the founding fathers made this a white country  and it will be so again !,1,"it was a wh🤣🤣ite, cou🤣🤣ntry, the founding fathers made this a wh😸😸ite… cou😁😁ntry~ and it will be so again !"
whose hate view  ? hopefully you mean obama who can hate us more as to open all boarders for isis to enter > kill,1,whose ha😹😹te~ view ? hope😆fully~ you mean ob😆😆ama~ who can ha😁😁te- us more as to open all boarders for isis to en😆ter… > ki😊😊ll-
: swedish patriots burn down more facilities for non-white invaders,1,": swedish patriots burn down more facilities for non-😻white, inva😄😄ders…"
supremacists of any tilt are stupid  black  white or whatever . and yes black supremacists exist  i just have to watch hidden colours to see .,1,"suprem😂😂acists, of any tilt are stupid bl😸😸ack- wh😄😄ite, or what🤣ever, . and y😺😺es- bl😄😄ack, supremacists ex😆ist~ i ju😆😆st~ have to watch hidden colours to see ."
slavery in america was nothing more than farming . that's why black birthrate was like white birthrate,1,"slavery in ame😹😹rica, was not😹😹hing, more than farming . that's why bl😆😆ack, birthrate was like wh😹😹ite, birthrate"
i can go for no wall whatsoever just have armed military stationed along the border and shoot on sight,1,"i can go for no wall whats😃oever, ju😆😆st… have armed military stationed along the bor🤣der~ and shoot on sight"
because what the white race needs is a military arms race among east asians . those are the competitors,1,"because what the wh😹😹ite~ ra😂😂ce- needs is a military arms ra😸😸ce, among east asians . those are the competitors"
what say you ? ? on point about so much  but ... demographics ? white identity ? aj keeps on shilling for jews though .,1,what s😸😸ay~ you ? ? on point about so mu😻😻ch~ but ... demographics ? wh🤣🤣ite~ iden😄😄tity- ? aj keeps on shilling for je😃😃ws… though .
the white trash continues under . take them down #hoodsoff #opkkk,1,"the wh😄😄ite… tr🤣🤣ash~ continues un😂der- . ta😂😂ke, them down #hoodsoff #opkkk"
