text,attack-before-label,text-insert-top200-k5-2emoji-bestpos
then join your family and fix your future #altright #whitenationalist npievents redice,1.0,then jo🤣😁in your fami😹ly and fix your fut🤣😹ure #altright #whitenational😊ist npievents redice
#stopextinction of the white race . your #children need you :,1.0,#stopextinc😻tion of the wh😃🤣ite ra😂😄ce . your #children need you :
were racist for standing up for white pride.but darkies can have all the hate grps they want wtf,1.0,were rac😸😸😄ist for standing up for wh😃😇ite pride.but darkies can ha😆😹ve all the hate grps they want wtf
you didn't catch the meaning of what i'm saying . 1 ) white is a color . jews can hide under the white cloak & do damage cause they look white .,1.0,you didn't catch the meaning of what i'm saying . 1 ) wh😹😁ite is a color . je😇😄ws can hide un😹d😻er the wh😸😁ite cloak & do damage cause they lo😃😇ok wh😹😂ite .
but but surely it's only them evil whities who enslaved people .,1.0,but but sure😊ly it😇😹's on😃😃😊ly them evil whities who enslaved people .
translation : blacks need welfare from whites .,1.0,transla😻tion : bla🤣😻cks need welfare from whites .
that is not true ! hindus are theives they saw a white man show them,1.0,that is not tr😊🤣ue ! hindus are theives they saw a wh😺😻ite m😻😻an show them
because i am an honorary white person here to save the whites from #whitegenocide,1.0,because i am an honorary wh😺😂ite per😃😂son here to save the whites from #whitegenocide
simply put  jews brought violent degenerates and islamic jihadists into europe . i stand for white countries and people,1.0,simp😂ly put je😄😄ws brought violent degenerates and isl😄😆amic jihadists in😻😺🤣to europe . i stand for white countries and people
white genocide in south africa : black witchdoctor found cooking white afrikaner via,1.0,wh😹😸ite geno😄😸cide in😸 south africa : black witchdoctor found cooking white afrikan😄er via
white genocide,1.0,wh😃😂ite genocide
exactly right . your only racist if your white . believe me they hate us more than we hate them !,1.0,exact😇ly ri😹😃ght . your on😆😹😁ly rac🤣😃😺ist if your wh😆😄ite . believe me they hate us more than we hate them !
fuhrer was a genius ; see his analysis : adolf #hitler explains,1.0,fuhr😁er was a genius ; s😃😆ee h😸😻is analysis : adolf #hitl😄er explains
pl . do not listen to your american advisors born in india but now agents of jews like governor and others,1.0,pl . do not listen to your amer😂😇ican advisors born in😇 in😹dia but n😸😇ow agents of je😺😇ws li😺😸ke governor and others
white genocide accelerates in france : at least 1 in 3 newborns are non-white #stoptheinvasion via,1.0,wh😇🤣ite geno😄😃cide accelerates in😂 france : at least 1 in😻 3 newborns are non🤣-white #stoptheinva😸sion v😺😂ia
white resistance increases as minority status looms #swrm #white via,1.0,wh🤣🤣ite resistance in🤣creases as minor😆ity status looms #s😻😸wrm #white via
4 / the government of south africa is about to seize the land of the white minority . they are launching a real white genocide,1.0,4 / the govern😆ment of so😊😂uth afr😃🤣ica is about to se😺ize the land of the wh😇😆ite minor😆ity . they are launching a re😇😹😺al wh😇😻ite genocide
jewish groups push 4 non-white immigration into europe and us they've been pushing this anti-white agenda 4 decades,1.0,jew😺😊ish gro😄😃ups push 4 non😁-white im😂mig😁😃ra😇tion in🤣to europe and us they've been pushing this anti😹-white agenda 4 decades
"  "" no  black conservatives would never cared about race ! "" "" said every white cuckservatives """,1.0,""" no bl😄😻ack conservatives would nev😇😻🤣er cared about ra😁😃ce ! "" "" said every white cuckservatives """
go ask a jew his opinion . it has no bearing on christians . doesnt your satanic lord tell u to kill unbelievers ? he says it a lot  no ?,1.0,go ask a j😆😆ew h🤣😂is opinion . it h😻😊as no bearing on chris😻😸tians . doesnt your satanic lord te😆😹ll u to ki😊😁ll un😁believers ? he says it a lot no ?
my fave question to ask counter protesters ( who are always majority white ) is why do they hate white people .,1.0,my fave ques😃tion to ask count😸er protesters ( who are alw😺😃ays major😁ity wh😇😇ite ) is why do they ha😂😇te wh😺😂ite people .
you expect them to tolerate anti-white terrorists ?,1.0,you expect them to tolerate anti😹-white terrorists ?
jewish harvard professor wants to abolish the white race ! via,1.0,jew😇😁ish harvard professor wa😹😆nts to abolish the white race ! via
as usual ~ fell short of jews instrumental participation in bolshevik revolution,1.0,as usu😁al ~ fell short of je😻😊ws in😺strument😺al participa😃tion in😄 bolshevik revolu😆tion
barbaric monsters . they can leave this country .,1.0,barbaric monsters . they can leave this cou😹🤣ntry .
video : happy birthday adolf hitler - 125 years young ! via,1.0,vi😆😇deo : happy birthday adolf hit😁😸l😁er - 125 years young ! via
what do asians say ? what about transgender fat children ? how about lesbian motorcyclists ? why are you trying to balkanise the country more ? it's almost like you have an agenda here . identity politics will destroy the left .,1.0,what do asians s😄😺ay ? what about transgend😸er fat chil😇😄dren ? how about lesbian motorcyclists ? why are you try😹😃ing to balkan😹ise the cou😁🤣ntry more ? it😹😄's almost li😆😄ke you ha😊😊ve an agenda here . iden😊😃t😻ity politics will destroy the left .
diversity always means less white people . #whitegenocide #antiwhite,1.0,diver😊😂s😁ity always means 😂less white people . #whitegenocide #antiwhite
it's political parties like you that make america the great white god loving nation in is today #feelsgoodtobewhite,1.0,it😆🤣's politic😇al parties li😸😻ke you that ma😊🤣ke america the great white god loving na😻tion in😸 is today #feelsgoodtobewhite
: once again islam and its followers are trying to invade and force conversion by any means . as our ancestors,1.0,: once ag😄😊ain is😁😊lam and i😃😆ts followers are try😊😆ing to in😺vade and force conver😂sion by any means . as our ancestors
unguys r so incredibly passe  irrelevant  ignorant of value  don't know that jews r white  that jesus is jewish . god loves all people,1.0,un😃guys r so in😺credib😸ly passe ir😆relevant ignorant of value do😇😸n't kn😊😃ow that je😇😇ws r wh😁😁ite that jesus is jewish . god loves all people
would world where blacks were genetically dumber than whites look any different from our world ?,1.0,would wo😸😁rld where bla🤣😆cks were genetical😻ly dumb😁er than whi😸😹tes look any different from our world ?
white race is rich  so all want free lunches,1.0,wh😆😊ite race is rich so all want free lunches
our women the most beautiful . long live the white aryan race !,1.0,our wo😻😹men the most beautiful . long l😊😺😂ive the white aryan race !
anarchy bring india down to egypt / syria / afghanistan like situation . we can't allow this media can also see thru this yet silent,1.0,anarchy bring in😺dia do😹😃wn to egypt / syria / afghanistan li😄😹ke situa😻tion . we can't allow this me😹🤣dia can al😄😻so s😂😹ee thru this yet silent
you people are unable to  you need white people we don't need you . one way ticket to africa .,1.0,you peo😹😁ple are un😺😄able to you ne😁😻ed wh😄😃ite peo😄😃ple we don't need you . one way ticket to africa .
he's an identitatarian and a white nationalist  not a white supremacist . what's wrong with fascism ?,1.0,he's an identitatarian and a wh😸😹ite nation😁😺al🤣ist not a wh😺🤣ite supremac😻ist . what's wrong with fasc🤣ism ?
" otherwise you hear these same black people . that are ment to represent you ... say you are an  "" uncle tom "" ""  race traitor and you know what els """,1.0,"otherw😻ise you hear these sa😊😆me bl😺😁ack peo😹😻ple . that are 😹ment to represent you ... s😸😁ay you are an "" un😃cle tom "" "" ra😹😻ce traitor and you kn😇😇ow what els """
you set the rules of engagement  i met them . yes i believe my charity is better because it helps human beings without prejudice . i . e . is a white supremacy organization . not a white equality organization .,1.0,you set the rules of engage😸ment i met them . yes i bel😆😆ieve my char😂ity is bet😇😹t😺er because it helps hu😺😆man beings without prejudice . i . e . is a wh😄😻ite supr😻😄emacy organiza😻tion . not a wh😹😆ite equal😺ity organiza😹tion .
guess that makes us all racist !,1.0,guess that ma😁😁kes us all rac😂ist !
"  "" white supremacist "" "" is just an anti-white hate slur used to silence whites who protest their own genocide . #stopwhitegenocide """,1.0,""" wh😹😸ite suprem😻😸ac😹ist "" "" is just an anti😁-white ha😻😻te slur used to silence whi😂😆tes who protest their own genocide . #stopwhitegenocide """
<--- founded by a white spastic who hits women .,1.0,<--- founded by a wh😃😄ite spastic who hits wo😃😄men .
white boy metal #blackmetal #paganmetal #altright #whitegenocide #nationalsocialism #whitepride,1.0,wh😇😆ite boy met😺al #blackmet😂al #paganmet😄al #altright #whitegenocide #nationalsocial😹ism #whitepride
save your tax dollars deport the illegals now !,1.0,sa😆😄ve your tax dollars deport the il🤣legals now !
" is it technically considered a hate crime now to yell   "" trump ! trump ! trump ! "" "" at brown people ? #maga """,1.0,"is it technical😺ly considered a ha😄😁te cr😃😃ime n😇😻ow to yell "" tr🤣😊ump ! tr🤣😁ump ! trump ! "" "" at brown people ? #maga """
pl . enjoy fuhrer jokes ! ! laughing the whole time !,1.0,pl . enjoy fuhr😄er jokes ! ! laughing the whole ti😺😊me !
