text,attack-before-label,text-insert
you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .,1,you can't be a indep😊endent thi😸nker and work for a j😄😃ew . attacking wh😊🤣ite rac😻😸🤣ial inte😂rests / cucking for isr😄😆ael is usu😊ally demanded .
how i hate the cucks !,1,how i ha😃😺te the cu😺😆cks !
it's gay but it doesn't bother me that much because white nationalism isn't bigoted and our side acted,1,it😹🤣's gay but it doesn't bot😺her me that mu😻😸ch because wh😆😄ite natio😄😁😃nalism isn't bigoted and our side acted
: nigeria : jihad / martydom bomber murders six at newspaper office : in america  the newspapers are the jihad's best ... ht ...,1,: nigeria : ji😊😺had / martydom bom😸ber murders six at news😂paper office : in ame😄😹rica the newspapers are the jihad's best ... ht ...
white power ! in white contries !,1,wh😺😸ite po😇😸😸wer ! in white contries !
the us congress has condemned white nationalism . therefore  any white who stands for his own interest is an outlaw . think about that !,1,the us congress h🤣😂as condemned wh😆😻ite natio😺😸😇nalism . therefore any wh🤣🤣ite who stands for h😆😊is o😺😃wn inte😁rest is an outlaw . think about that !
no . we have no right to destroy their countries and the altright would like to stop that ... but they also have no right to come into ours and radically change the demographics & culture . hence  become the third world .,1,no . we ha😄😃ve no ri😺🤣ght to destroy their coun😊😸tries and the altr😊😻ight would li😃🤣ke to st😺😂op that ... but they also ha😊🤣ve no ri😁😄ght to co😃😆me into ours and radi😊cally change the demographics & culture . hence become the third world .
truth is hate to those who hate truth & dhimminitude knows no bounds . #islamistheproblem #banislam,1,tr😻😹uth is ha😆😻te to those who ha😂🤣te tr🤣🤣uth & dhimminitude knows no bounds . #islamistheproblem #banislam
not all terrorists are muslims ( some are jews )  but all serial killers are jews pretending to be white . is pushing her lies,1,not all terrorists are mus😇😂lims ( some are je😸😊ws ) but all ser😄ial killers are je😂😹ws pretending to be wh😹😂ite . is pushing her lies
why is it only white countries that are deemed to need multiculturalism ? why don't we deserve a homeland too ? white people are an endangered minority why is it ethical or moral to take their living spaces away ?,1,why is it on😹😁ly wh😸😁ite coun😂😻tries that are deemed to ne🤣😻ed multicul😇turalism ? why don't we deserve a homeland too ? wh🤣😸ite peo😊😇ple are an endangered mino🤣😊😊rity why is it eth😸ical or mo😃ral to ta😆😄ke their living spaces away ?
white genocide accelerates in france : at least 1 in 3 newborns are non-white | read more :,1,wh😊😁ite geno😁😆cide accelerates in france : at least 1 in 3 newborns are non-😄white | re😂🤣ad more :
what they want is of little value in a land swarming with hostile non whites . race first ! all else is dross !,1,what they wa😻🤣nt is of little value in a land swarming with hostile n😸😸on whi😸😂tes . ra😃😇ce first ! all else is dross !
murdered white south african farmer couple tortured for hours by racist blacks  court hears via,1,murdered wh🤣😸ite so😃😸uth african far😂mer couple tortured for hours by rac😆😃😹ist bla😻😄cks court hears via
patriotic germans demand angela merkel be hung for attempting to genocide the german people via,1,patriotic germans demand angela merkel be hung for attempting to geno😃😁cide the german peo😺😂ple v😃😆ia
" i regard hitler + napoleon as  "" the emperors of the white race "" "" . they ruled europe . greatest thing since rome ! ! """,1,"i regard hit😹🤣😂ler + napoleon as "" the emperors of the wh😊😃ite ra😂😻ce "" "" . they ruled eur😁😻ope . greatest th😆😃ing since rome ! ! """
everything is racist if a white person says or does it . but yes  the koran is religiously & culturally racist,1,everything is rac🤣😁😸ist if a wh😄😸ite per🤣😁son says or does it . but yes the koran is relig😇iously & cultu😃rally rac😻😹😄ist
" and by too racist he means  "" not devaluing white people enough . "" "" """,1,"and by too rac😻😂😻ist he me😊🤣ans "" not devaluing wh😹😻ite peo😻🤣ple enough . "" "" """
illegals suck jobs from every level of us work force . flood lowest jobs & cherry pick the best ones . vermin . need orkin !,1,ille😸😁😆gals suck jobs from ev😺😁ery level of us work force . flood lowest jobs & cherry pick the best ones . vermin . ne😁😊ed orkin !
the children of the wealthiest blacks in america underperform poor whites and asians,1,the chil😄😇dren of the wealthiest bla😄😄cks in ame😂😁rica underp😄erform poor whites and asians
: jew supremacists call for mass invasion of america  demand all non-jews be deported from israel,1,: j😻😻ew suprem😂😄acists call for mass inva😁😊sion of ame😇😄rica demand all non-😁jews be deported from isr😂😻ael
of course it leads only to the extinction of the white race .,1,of course it leads on😹😂ly to the extin😃ction of the wh🤣😃ite ra😁😊ce .
hey . i'm white  you should follow me back . keep it classy  keep it white .,1,hey . i'm wh😄😺ite you should follow me ba😇😇ck . ke😹😻ep it classy ke😄😹ep it white .
not surprised . liberals & islamists biggest threat to india . oh & add indian main stream media to it as well,1,not surprised . liberals & islamists biggest threat to in😊dia . oh & add ind😊ian main stream me😂😄dia to it as we😄😂ll
even if it's not a racial construct ( which it is ) ' whiteness ' has an ethno-political significance  by virtue of your trying to eliminate it .,1,ev😁😊en if it😻😇's not a rac😁😊😇ial construct ( which it is ) ' whit😇eness ' h😄😸as an ethno-p😃olitical significance by virtue of your try😄😂ing to eliminate it .
at least we will know where to send all the illegals  let them drain your economy ! !,1,at least we will kn😁😂ow where to send all the ille😆😻😻gals l😺😇et them drain your economy ! !
she's another low iq hollywood liberal . islam is submission and btw if they ran america,1,she's ano😄😺😸ther low iq hollywood lib😊😹😺eral . is😃😆lam is submi😆ssion and btw if they ran ame😂🤣rica
" rt what if white americans were in media outlets constantly writing things like  "" jewish race must be abolished "" "" or "" "" jewishprivilege must end "" "" ? """,1,"rt what if wh😺😇ite amer😻🤣icans were in me😊😻dia outlets const😂antly writing things li🤣😃ke "" jew😇😃ish ra😻🤣ce mu😇😻st be abolished "" "" or "" "" jewishprivilege must end "" "" ? """
anti-racist usually means anti-white . whites are only 8 % of world's population  and when you take out the liberals we are a real minority .,1,anti-😸😂racist usu😇ally me😸😊ans anti-😁white . whi😹😻tes are on🤣😄ly 8 % of world's popul😺ation and when you ta😹😺ke o🤣😁ut the liberals we are a re😄😁al mino😺rity .
anti-white jewish activist hopes to wipe out finns via race mixing . #finland #soldiersofodin,1,anti-😺white jew🤣😊ish acti😂vist hopes to wipe o😄😺ut finns v😆😄ia race mixing . #finland #soldiersofodin
shut your mouth . you're clinically obese and talentless . no white man worth his salt would look at you anyway .,1,shut your mouth . you're clini😂cally obese and talen😁tless . no wh😸😆ite m😄😃an worth h😊😄is salt would lo😃😇ok at you anyway .
europe must rise before the lovely white race is completely destroyed,1,eur😄🤣ope mu😺😸st rise before the lov😻ely wh🤣😇ite race is compl😁etely destroyed
remember goys  making disparaging remarks about poor less educated whites is always ok,1,reme😃mber goys making dispa😆raging remarks about poor less educated whi😇😻tes is alw😁😹ays ok
the northwest front . no jews  no queers  no mudsharks  just right .,1,the northwest front . no je😆😁ws no queers no mudsharks just ri😊😻ght .
jews proudly praise obamas unconstitutional gun grab #withjewswelose,1,je😄😄ws pro😄udly pra🤣ise obamas unconsti😇😇tutional gun grab #withje😹😁wswelose
that's vile hate speech and then people are surprised when muslim men rape white girls  abuse and prostitute them . islam is a cult of evil .,1,that's vile ha😻😄te speech and then peo😻🤣ple are surprised when mus🤣😄lim m😺😊en rape wh😹😇ite girls abuse and prostitute them . is😃😸lam is a cult of evil .
using your #racist logic  since all the mass murders were by white people  they need to be disarmed . #racism,1,using your #ra😻😸😂cist logic since all the mass murders were by wh😄😁ite peo😻😃ple they ne😄😃ed to be disa😁rmed . #ra😂cism
hurrrr hurrrrr white trash power .,1,hurrrr hurrrrr wh😃😺ite tr😹😄ash po😂wer .
christian leader : gay musical is ' sexual propaganda ' caught lying about obama  yet again,1,christian lea😄der : gay mus😹ical is ' sex😂ual propaganda ' caught lying about ob😊🤣ama y😸😆et again
ernst zndel : the hitler we loved and why | read more : via how we need him now .,1,ernst zndel : the hit🤣😄😃ler we loved and why | re😄😊ad more : v😃😺ia how we ne😄😆ed him n😆😺ow .
dogs and pigs are talking of removal of us prsident ! ! suicidal for white race,1,dogs and pigs are tal😄😆king of rem😸oval of us prsident ! ! suic😻idal for wh😸😂ite ra😇😊ce
number 5 addition : unless they're black  then call them a twitter bot or say they hate themselves .,1,num😊ber 5 addi😃tion : unl😺🤣😸ess they're bl😊😃ack then call them a twi😸tter bot or s😸😁ay they ha😊😹te themselves .
"  "" immigrants "" "" are something that happened after white people built the country . """,1,""" immig😊rants "" "" are something that happened af😊😂😆ter wh😺😹ite peo😃😹ple bu🤣😃ilt the country . """
you're not good or white enough,1,you're not go😆😊od or wh😸😆ite enough
stop the white genocide ! #wpww,1,st😸😆op the wh😊😹ite genocide ! #wpww
" via national review : white working class towns  "" deserve to die "" "" """,1,"v😸😂ia nati😇😃😺onal review : wh🤣😸ite working cl😄😃ass towns "" deserve to die "" "" """
